"NZ_16_ASCII","FIN_ID","SKRJ_ID","HAFAS_ID","EPA_ID"
"Pasym","5464","009399","5102908","00798"
"Studzienice","8369","005660","5106553",""
"Straszewo Bia≥","1438","024356","5103277",""
"£aziska årednie","4208","068163","5102105",""
"Pinczyn","5479","008672","5102765",""
"Wr. åwiebodzki","6525","058834","",""
"BieruÒ Mleczar.","4351","073767","5103012",""
"Z≥otniki Kuj.","5731","019042","5104354",""
"Druøyny","5120","021220","5101021",""
"LubaczÛw","3156","084780","5101939","00990"
"TwardogÛra","6482","059691","5103867","00699"
"Gaworzyce","6114","042382","5101068",""
"Zajezierze K/DÍb","2299","049916","5104238",""
"Ostromecko","5451","018598","5102578",""
"Jarosty","1169","047746","5101381",""
"Lubsko","0105","041905","5102144",""
"Konotopie","5288","020016","5101805",""
"Zubki Bia≥.","0419","025106","5104393",""
"ZaklikÛw","2300","065243","5104337","00897"
"Kraúnik","2121","051508","5101576","00861"
"Zaczernie","3343","082925","5104237",""
"BrachÛw","6054","053595","",""
"Granowo","7158","043125","5101207",""
"Kalisz Kasz.","5256","017624","5101632",""
"GOLESZ”W","4109","076901","5101277","00377"
"KlÍczany","3110","082024","5101873",""
"ChrÛúcina Opol.","6079","060699","5100794",""
"Ruda Wirek","4284","070797","5103204",""
"Rakowice","5518","021865","5103024",""
"Ksiπøki","5311","020933","5101780",""
"Gorzyca","7145","026823","5101308",""
"Malce","2144","065060","",""
"Wroc≥aw Popowice","6520","058644","5104142","00359"
"STOBNO SZCZ.","8359","000315","5104735",""
"Mokrzyca Wielka","8235","001669","5102274",""
"Kochcice-Glinica","4166","071431","5100731",""
"Nowy Staw","5639","007286","5104466",""
"Nowy DwÛr Gd.","5638","007294","5104496","00657"
"Gd.Kokoszki","6682","007443","5101115",""
"Wiatrowiec","7002","031435","5104006",""
"Siewierz","6661","075374","5104020",""
"KRAK”W OLSZA","3371","080200","5103943",""
"RyczywÛ≥","5543","016253","",""
"PO£AJEWO","5493","016279","",""
"Lubasz K/Czarnk.","5350","016311","5102037",""
"Bzowo Goraj","6068","016329","",""
"CzarnkÛw","6084","016337","",""
"Medyka Towarowa","0121","084582","5104793",""
"Medyka Rozrz.","0129","084590","5104792",""
"Dzierøπøno","5128","117168","5101033",""
"Nietoperek","6566","026898","",""
"£odü ArturÛwek","6560","046557","5104714","01082"
"£Ûdü Stoki","6501","046474","5104712","01080"
"£Ûdü Marysin","6509","046482","5104713","01081"
"£Ûdü Ol Wiadukt","1267","046284","5102084",""
"£Ûdü Ol Wsch","1259","046292","5102082",""
"£odü Andrz Szosa","6562","046508","5104721",""
"PrzewÛz","6463","041418","",""
"Powodowo","6692","043190","5104175",""
"GÛra ålπska","6644","044552","5101172",""
"ChotomÛw","1075","036558","5100826",""
"DÍbica Wschodnia","0033","081190","5104745",""
"Radom Stara Wola","2195","048363","5101052",""
"Opoczno Po≥udnie","2172","048959","5104744","00719"
"Pu≥awy Azoty","0366","050005","5103014",""
"KAL.ZEB.LANCK.","0709","078345","5100118","00440"
"KunÛw","2126","049254","5101833",""
"SklÍczki","1417","032441","5103435",""
"RzeszÛw ZwiÍcz.","3355","082735","5104402","00779"
"Grudz.Mniszek","5211","020628","5101195",""
"GoliszÛw","6130","052928","5101152",""
"Regulice GÛrne","3248","077644","5103088",""
"Os≥awica","3209","084137","5102612",""
"Jelenia G. Zach.","6168","056077","5101424","00419"
"Paczkowo","7345","028498","5102660",""
"Baby","1026","047399","5100372",""
"UstanÛwek","1470","033936","5103915",""
"Stupsk Maz.","5602","036988","5103651","00218"
"Hordzieøka","1160","040147","5100320",""
"Kretlewo","8187","001743","",""
"Mi≥obπdz","5381","007096","5102277",""
"Prostynia","8291","015131","5102926",""
"Granica PaÒstwa","8832","051912","",""
"Spa≥a","5572","085118","5104756",""
"CzÍst. RakÛw","4084","062687","5100827","01058"
"JeøÛwka","4138","074385","5101496",""
"Solec Kujawski","5576","019844","5103527","00651"
"Szczaniec","7490","028134","5103377",""
"Grodzisko Dolne","3083","083170","5101162","00849"
"SiÛdmak","5563","010637","5103409",""
"KAROLINOWKA","2099","050963","5101691",""
"ParysÛw","1338","040287","5102918",""
"åwiecie Przech.","5630","016931","5103553",""
"Nowa Ruda","0132","057943","5100179","01193"
"Niedüwiedü","3190","079368","5102416",""
"Ziemomyúl","8455","029488","5104330",""
"CieszkÛw","7088","044222","5100861",""
"UnibÛrz","8422","001750","",""
"Strπczno","8363","014746","5103305",""
"KamieÒ Pom.","0068","001651","5100247","00166"
"WÛlka Niedz.","2295","066068","5104084","00842"
"GolÍczewo","7139","028688","5101100",""
"Wwa ChoszczÛwka","1474","036160","5103923",""
"Olecko Ma≥e","1316","012013","5102568",""
"Szcz.Pomorzany","8387","000265","5103309","00914"
"BYDGOSZCZ G£”WNA","0014","018408","5100005","00008"
"Dπbrowica M≥p.","2057","065771","5100932",""
"RoszkÛw Racib.","4276","067959","5103150",""
"Tomasz.Maz Bia≥.","2267","048884","5103792",""
"Karwica Mazurska","1191","010819","5101859",""
"Wis≥a Uzdrowisko","0240","076992","5104181","00263"
"FOSOWSKIE","6112","061507","5100101","00370"
"Krasno≥πka","5302","022251","5101575",""
"Lidzbark","5330","022616","5102011",""
"CIESZYN MARKL.GR","8803","075499","",""
"CzÍst. Anio≥Ûw","4081","063099","5100824","00541"
"S≥upia","7458","045724","5103464",""
"SobÛtka","6414","058487","5103287",""
"Leüno","6683","007450","5105001",""
"Olsztyn Likusy","5439","009217","5102657","01154"
"Wr. Partynice","6576","060186","5104136",""
"OstrÛwki K/Chodz","7337","016170","5102529",""
"Brest Centralny","8830","040493","2100001",""
"Kostrzyn","9080","890806","",""
"Gorzow","9085","890855","",""
"Szczecin","9090","890905","",""
"Kuestrin-Kietz","9101","891010","",""
"Gorgast","9102","891028","",""
"Golzow(Oderbruch","9103","891036","",""
"Werbig","9104","891044","",""
"Seelow-Gusow","9105","891051","",""
"Alt Rosenthal","9106","891069","",""
"Trebnitz(Mark)","9107","891077","",""
"Obersdorf","9108","891085","",""
"Muencheberg(Mark","9109","891093","",""
"Rehfelde","9110","891101","",""
"Herrensee","9111","891119","",""
"Strausberg","9112","891127","",""
"Berlin B","9113","891135","",""
"Berlin A","9114","891143","",""
"Potsdam B","9115","891150","",""
"Potsdam A","9116","891168","",""
"Kuestrin-Kietz","9121","891218","",""
"Gorgast","9122","891226","",""
"Golzow(Oderbruch","9123","891234","",""
"Werbig","9124","891242","",""
"Mockava","8833","012898","",""
"Frankfurt/Oder","8828","026054","8010113",""
"Seelow-Gusow","9125","891259","",""
"Alt Rosenthal","9126","891267","",""
"Trebnitz(Mark)","9127","891275","",""
"Obersdorf","9128","891283","",""
"Muencheberg(Mark","9129","891291","",""
"Rehfelde","9130","891309","",""
"Herrensee","9131","891317","",""
"Strausberg","9132","891325","",""
"Berlin B","9133","891333","",""
"Berlin A","9134","891341","",""
"Potsdam B","9135","891358","",""
"Potsdam A","9136","891366","",""
"Berlin Ab","9137","891374","",""
"Radekow","9151","891515","",""
"Tantow","9152","891523","",""
"Petershagen(Ucke","9153","891531","",""
"Casekow","9154","891549","",""
"Schoenow(Angerm)","9155","891556","",""
"Passow(Uckermark","9156","891564","",""
"Angermuende","9157","891572","",""
"Chorin","9158","891580","",""
"Britz","9159","891598","",""
"Eberswalde Hbf","9160","891606","",""
"Bohumin","8829","067975","5400038",""
"Cesky Tesin","8831","075598","5400046",""
"£agÛw","1249","028217","5104427",""
"Grodno","8827","025122","2100007",""
"Ruednitz","9161","891614","",""
"Bernau(B.Berlin)","9162","891622","",""
"Berlin B","9163","891630","",""
"Berlin A","9164","891648","",""
"Potsdam B","9165","891655","",""
"Potsdam A","9166","891663","",""
"Chocznia","3050","078212","5100792",""
"Kielce Bia≥ogon","2101","063586","5101603",""
"Szeroki BÛr","1453","012377","5103697",""
"Bulowice","4053","076257","5100608",""
"£Íczyca","1254","032524","5101964","00431"
"S£OTWINY","1420","047506","5103468",""
"Drogomyúl","4097","075861","5100989",""
"KrakÛw £obzÛw","3130","080374","5101633",""
"D•BR.G.WSCHODNIA","4094","074880","5100930",""
"Bartodzieje","2024","048421","5100406",""
"Jelonki","1179","118703","5101413",""
"Boleszewo","8050","005181","5181527",""
"Strzelno","5599","018994","5103344",""
"Gorlice Glinik","3078","081778","5101138",""
"MÍcina PodgÛrze","3171","081976","5102224",""
"Golub DobrzyÒ","5185","021329","5101215",""
"Jastrzπbka","1174","023366","5101457",""
"Pakos≥awice","6331","056838","5102783",""
"BORZYTUCHOM","8055","005579","",""
"Tarnowiec Brzes.","6468","061143","5100328",""
"Sza≥amaje","5612","016683","5103481",""
"Olszewo","1318","012526","",""
"Stare Ludzicko","8352","003749","5103356",""
"ZABRZE BISKUPICE","4384","070409","5104260",""
"Orzechowo","7333","044768","5102610",""
"Moszczenica M≥p.","3182","081661","5102386",""
"Wejh.åmiechowo","5678","006312","5103982",""
"SKARØYSKO-KAMIEN","0185","048009","5100209","00114"
"Waøne M≥yny","4361","063156","5104503",""
"Janowice Wielkie","6155","055665","5101483","00410"
"D.G.Go≥onÛg","4092","074567","5100925","01200"
"Brzeüno","2038","051086","5100562",""
"Chrzπstowice Olk","4065","074336","5100785",""
"Wwa Ursus P≥n","1505","033548","5104164",""
"Poledno","5489","016956","",""
"Jelenin ØagaÒski","7174","041459","",""
"Rykoszyn","2208","064766","5103118",""
"Oborzyska Stare","7322","043430","5102523","00596"
"Szubin","5621","018465","",""
"Cieszeniewo","8069","003772","5100822",""
"£πøek","5362","017335","5101937",""
"Bydgoszcz Fordon","5074","018580","5100646",""
"Lubicz","5352","019935","5101954",""
"CiechanÛw Przem.","5094","036913","5100741",""
"Bydg. Osowa GÛra","5077","018523","5100661",""
"Jezioro WirÛw","8151","001271","5101484",""
"Dπbrowa Che≥m.","5108","018614","5100878",""
"Bystrzyca K≥.Prz","6069","057398","5100675",""
"BarchÛw","1031","037929","5100359","00366"
"Hurko","3090","084384","5101346",""
"Grodziec ål.","4114","076521","5101125","00381"
"Bia≥owieøa Pa≥ac","0005","025486","5100639",""
"Wr. Swojczyce","6524","059279","5104155",""
"Wroc≥aw WojnÛw","6527","059287","5104182",""
"Wloszczowice","2287","064089","5104075",""
"Wilko≥az Wieú","2283","051342","5104059","00895"
"D≥ugie","3065","083667","5100942","00342"
"£ankiejmy","5357","010025","5101926",""
"Starachowice M.","2229","048199","5103577","00655"
"LÍb. Nowy åwiat","5326","005264","5102068","00863"
"Oúno Lubuskie","7340","025940","5102581",""
"SÍdziszÛw M≥p.","3266","081265","5103349","00644"
"LwÛwek ålπski","0106","052167","5102152",""
"Jeglia","5246","021923","5101407",""
"JELENIA G.CELW.","6165","056085","5101404",""
"MAKSYMILIANOWO","0511","016501","5102182","00396"
"Kupienin","3146","080853","5101828",""
"Bia≥y ZdrÛj P≥d.","8037","015032","5100678",""
"Botkuny","1062","012138","",""
"ToruÒ Czerniew.","5647","019752","5103800","00314"
"Witaszyce","7540","044826","5104168",""
"Cieúle","6083","059709","5100754",""
"RadzyÒ Podlaski","1385","039974","5103029","01015"
"Gdakowo","5142","023051","5101105",""
"CelestynÛw","1070","038943","5100702","00328"
"Gπsawy PlebaÒ.","2069","049155","5101069",""
"Tymbark","3311","082248","5103875",""
"StrzyøÛw N/Wis≥.","3290","082784","5103733","00664"
"Wroc≥aw MuchobÛr","6515","058867","5104130",""
"Witnica Choj.","8441","013375","5104169",""
"Mszana Dln.Marki","3185","078766","5102336",""
"RUDNA GWIZDAN”W","0176","060442","5100206","00204"
"Pewel Wlk.Centr.","4252","076661","5102961",""
"ROGOèNICA K/RZ.","3115","083006","5141772","00106"
"RzeszÛw Mi≥ocin","3360","083071","5175822","00019"
"WA£BRZYCH G£”WNY","0241","055103","5100064","00135"
"MiÍdzyzdroje","0124","001024","5100252","00123"
"Imielin","4226","077339","5101359",""
"K≥aczyna","6188","054452","5101646",""
"Toporzyk","8405","003434","",""
"KusiÍta","4189","062869","5101820",""
"Wojnowice","4378","068742","5104112",""
"Bruchniewo","5056","016980","",""
"Nowa Wieú E≥cka","1304","012286","5102495","01147"
"Grotniki Drawski","8133","003392","",""
"Czerna Ma≥a","6087","060327","5100781",""
"Zab≥ocie CzuchÛw","4382","075838","5104242",""
"Brzeziniec","6059","052399","5100551",""
"Wa≥brz. Centrum","6572","054585","5100564",""
"ChrÛúcina Nyska","6078","056853","5100784",""
"RaszÛwka","6383","053231","5103168","00612"
"Reblino","8304","004861","5103072","00910"
"I≥owo","5228","022400","5101361","00955"
"GdaÒsk Firoga","6592","006643","5104799",""
"Sπtopy-Samulewo","5557","010033","5103263","00676"
"CzekanÛw","7095","045971","5100746",""
"Drawsko Pom.","8106","003335","5100980",""
"OstrÛw Wlkp.Gorz","7336","045963","5102645",""
"G≥owno PÛ≥nocne","6697","120865","5100329",""
"RogÛøno K/£aÒc.","3250","083055","5103111","00622"
"Skierniew Rawka","1416","047035","5103587","00337"
"Golina","7140","046235","5101214",""
"Piwniczna-ZdrÛj","3216","082099","5102976","00576"
"Rzeczyca-Kolonia","2210","051573","5103235","00885"
"Ko≥obrzeg Stad.","0084","004242","5104678",""
"KrakÛw Airport","3138","081018","5189659","99998"
"Bia≥y KoúciÛ≥","6031","059832","5100456",""
"A Radzikowo","8013","115022","5100284",""
"A Grzybowo","8006","115030","5100285",""
"A Düwirzyno Sena","8005","115048","",""
"A Düwirzyno Camp","8003","115055","5100286",""
"A Düwirzyno","8002","115063","5100287",""
"A Düwirzyno Osie","8004","115071","5100288",""
"A Rogowo","8015","115089","5102125",""
"Grπblewo","7161","043018","5104746",""
"Runowo k/Wπgr.","7001","031427","5103198",""
"Wadowice O.Podha","3377","091603","5103931",""
"PoznaÒ Podolany","7396","028654","5100352",""
"Wierzchowice","6495","059667","5103965",""
"Bielkowo","5038","117044","5104557",""
"Ocypel","5432","009068","5102533",""
"Øukowo Zachodnie","5741","018051","5104317",""
"STRASZYN PR DZ.","5595","007336","5103560",""
"Stara Jania","5583","008821","",""
"Lubawka Gr","8825","055574","",""
"Olsztyn Dajtki","5441","009506","5102651",""
"Zielona G.N.Kisi","6300","027953","5102510",""
"Zabrzeg","4389","075739","5100257",""
"MÍcka Wola","7277","019471","5102228",""
"MI DZYRZECZ","7286","026708","5102229","01045"
"Uhrusk Przyst.","2273","050971","5103917",""
"Wapienno","5667","019604","5104117",""
"Waplewo Wielkie","5669","007963","5104118",""
"Wapno","7523","031823","5104119",""
"NowogrÛd Bobrz.","7314","027896","5102459","00533"
"Otomino","6684","099929","5106001",""
"Grudziπdz årÛdm.","6649","118141","5101265",""
"Wis≥a Dziechc.","4368","077024","5104153","00735"
"N DZA","4233","068783","5102415",""
"Wa≥brzych","0288","055301","",""
"Kaliska","5254","008995","5101504","00598"
"Krasnystaw Fabr.","2119","051219","5101761",""
"G≥ucho≥azy ZdrÛj","6124","057141","5101192",""
"Osowiec Przyst.","6325","060889","5102593",""
"POZNA— G”RCZYN","7390","028720","5102738","00712"
"SzczepanÛw","6445","054858","5103371",""
"Parzniew","5469","034280","5103428",""
"Grodzisk Wlkp.","7159","043091","5101263","00714"
"GÛrki ålπskie","4113","068866","5101168",""
"Dobryszyce K/Rad","1113","047860","5100938","00501"
"Myúliczyn","6286","056820","5102375",""
"Stara Wieú","1428","038935","5103591",""
"Teresin Niepokal","1456","034447","5103722",""
"Zakrzewo Z≥ot.","8452","015511","5104341",""
"Czerw.DÍbieÒsko","4080","068106","5101966",""
"Kamieniec","4142","071183","5101573",""
"KaniÛw","4143","076034","5101524",""
"Lus≥awice","4202","062885","5102053",""
"KrakÛw M≥ynÛwka","3365","080705","5104770",""
"KrakÛw Zakliki","3366","080697","5104769",""
"KrakÛw Olszanica","3367","080994","5104768",""
"KrakÛw Z≥ocieÒ","6582","080093","5101772",""
"G≥ogÛw M≥p. P≥d.","6646","119073","5101183",""
"RzeszÛw Za≥Íøe","3345","082644","5104358",""
"DπbrÛwka Malbors","5111","008052","5100904",""
"Cieszyno £ob.","8071","003558","5100752",""
"JELCZ MI£OSZYCE","6163","058172","5101411",""
"Myúlina Lublinie","6287","061622","5102371",""
"Skoki - Borowa","2303","050047","5104235","00768"
"Nowy M≥yn","5425","010280","5102458",""
"Nowy Nurzec","1310","025346","5102512",""
"Wwa Powπzki","1488","088161","5103484",""
"Gdynia Stadion","5194","006908","5102177",""
"Gdynia Karwiny","5193","006916","5102180",""
"Granica PaÒstwa","0821","055525","",""
"Smardzew","1421","046946","5103476",""
"Kielce G≥Ûwne","0073","063552","5100022","00044"
"Wroc≥aw Grabiszy","6570","058891","5104747",""
"Szcz. £asztownia","6688","087924","5103415",""
"Trakiszki Gr","8819","012815","",""
"Tropy Ig≥y","5653","007948","5103826",""
"Bieliny OpoczyÒ.","2028","048850","5100523",""
"Biesowice","8045","004630","5100582",""
"Øukowo","5126","017913","5104315",""
"Swaroøyn","5607","008706","5103673",""
"Kamienna Nowa","1187","024919","5101704",""
"MirkÛw","6674","115931","5100948",""
"GorzÛw W. Wieprz","8124","013961","5100106","00954"
"Miast.ål. Centr.","6663","099036","5104537",""
"MierzÍcice","6662","099051","5105501",""
"WieruszÛw Miasto","7533","045617","5104018","00755"
"DÍbowy Gaj","6095","055947","5100934",""
"Dziewule","1117","039495","5101015","01117"
"Nowy Jaros≥aw","8258","005173","5107173",""
"Wwa Ko≥o","1481","034827","5103482",""
"Borowiany","4047","071126","5100569",""
"Strzelna","6609","117796","",""
"DziewiÍcierz","3070","084855","5101016",""
"BAR£OGI","7025","033217","5100557",""
"Bartosze","1033","012435","5100591",""
"Bukowiec åwiecki","5064","016964","",""
"OzorkÛw N.Miasto","1332","032565","5104683",""
"Okrπglica","6308","052043","5102557",""
"S≥omniki Miasto","3279","079376","5103465",""
"PÍzino","8269","002485","5102735",""
"Zielonka","0427","036228","5104322",""
"Øywiec Sporysz","4401","076638","5104416",""
"Szaniawy","1450","039966","5103364","00438"
"SZCZECIN D•BIE","0200","001107","5100144","00206"
"SZCZ.GUMIE—CE","8381","000208","5100145","00207"
"O≥awa Zachodnia","6732","116194","5102561",""
"Mielec Wolnoúci","6731","118513","5102235",""
"Henrykowo","5225","011338","5101339",""
"Kar≥owice","6186","061135","5101654",""
"Damnica","8086","004895","5100886","01139"
"CHA£UPKI","0278","067900","5100708","00200"
"Chociszew","1073","032557","5100696","00331"
"Przy≥Ík Duøy","1374","047332","5102878","00759"
"Wielki Klincz","5681","017657","5104048",""
"TurÛw","4341","062851","5103855",""
"Turowo Pom.","8415","003210","5103816","01178"
"TurzynÛw","1466","032243","5103859",""
"Koniecpol Cent.","6632","115998","5101702",""
"Radom Wschodni","6727","122168","5101057",""
"Brody Wskie","1065","036483","5100405","01048"
"Grabniak","7155","038208","5104207",""
"Ostrowy","1327","032276","5102585","01175"
"SANDOMIERZ","0179","065300","5103500","00641"
"Bobrowo Pom.","8048","003343","5100494",""
"Bogumi≥owice","3041","080663","5100423",""
"BoroszÛw","4046","071662","",""
"Borowina","1059","040139","5100640",""
"Miedwiecko","8225","002279","5102208",""
"Lipinki £uøyckie","7249","041608","5102094",""
"Lipowa ålπska","6238","062174","5102101",""
"£Ûdü AndrzejÛw","1257","046490","5100335",""
"Lubosina","7260","027086","5102129",""
"Granica PaÒstwa","0836","083774","",""
"PUSTK”W ØURAWSKI","6377","058438","5102956",""
"Rzepin Miasto","6723","119867","5100090",""
"S≥one","6724","027813","5102701",""
"Øary MuzykÛw","6725","119909","5100265",""
"SiemianÛwka","1410","025601","5103407",""
"Sieradz Warta","7448","019513","5103358",""
"SierakÛw Wlkp.","7449","028910","",""
"SierpÛw","1414","032532","5103412",""
"Par≥Ûwko","8267","001578","5102966",""
"PatrzykÛw","7353","033142","5102935",""
"PaczkÛw","6330","056713","5102692","01111"
"Wieliczka Ryn.Ko","3363","080598","5104446",""
"Wroc≥aw Stadion","6519","059089","5104501",""
"Wwa Lot. Chopina","1499","033795","5103819","01075"
"Kobylany","1572","041095","5104583","00685"
"ChabÛwka Stadion","6653","099382","5100093","01191"
"Wodz.ål. Centrum","6654","117390","5103973",""
"Paw≥.ål. Centrum","6655","117408","5102967",""
"Wola Radz. Lipki","6587","035113","5104078",""
"TomaszÛwek","6588","116129","5100588",""
"DπbrÛwka Zab≥ot.","6591","116012","5100906",""
"Tarnawa Dolna","3302","084012","5103775","01039"
"Olsztyn årÛdm.","0203","009498","5102653",""
"Chybie Mnich","4067","075820","5100849",""
"PORAJ","4263","062737","5102860","01056"
"A Sucha Besk Ryn","3391","079228","5104704",""
"A Zakopane Ustup","0273","079798","5104751",""
"Pisz Wschodni","0437","012393","5100196",""
"Bia≥ys. N.Miasto","1068","073197","5100364",""
"Hryniewicze","1145","073221","5100365",""
"Orzechowicze","1146","073239","5100368",""
"Lublin Zach.","0295","050799","5104673","01078"
"LASKOWICE POM.","0097","017202","5100128","00234"
"Czermno","5100","020057","5100867",""
"Goraj","7143","026633","5101157",""
"Psary ålπskie","4268","072165","",""
"Pyrzyce","8300","002659","5102986",""
"Pyskowice Miasto","4269","070235","5102983",""
"Rynkowo","5548","018424","5103225",""
"Rynkowo Wiadukt","5549","018432","5103126",""
"Stefanowo","7475","026286","5103624",""
"Tarnowo RogoziÒ.","7505","016147","5103762",""
"SÍdziszowa","6403","053660","5103340",""
"Prioma","5497","022574","5102883",""
"Trπbki","8406","003541","5103818",""
"Treblinka","1463","038398","5103823",""
"Trzebiel","7515","041764","5103886",""
"TrzebieÒczyce","3308","078162","5103884",""
"Wilczyska","3327","081141","5103966","01172"
"£Ûdü Warszawska","6565","091629","5104715","01164"
"£Ûdü Radog.Wsch.","6563","091660","5104716","01169"
"£Ûdü Retkinia","6564","091611","5104718","01151"
"Zamkowa Wola","6605","117622","5100273",""
"Rokszyce","6604","117614","5104733",""
"Jasionka Lot","6647","119065","5103092",""
"Øurawnica","6675","118539","5100501",""
"KrakÛw PiastÛw","6702","120170","5101779",""
"KrakÛw Przylasek","6704","120188","5101777",""
"Krak.Koúcielniki","6703","120196","5101782",""
"SÛl Kicz. Szpak.","6728","122366","5103296",""
"Dobre Miasto","5113","009282","5100964",""
"Dobrowoda","1111","025254","5101009",""
"Krak. Opatkowice","3374","080259","5101766",""
"WARSZAWA PRAGA","1493","036178","5104161","00262"
"Ruda ålπska","4282","069849","5103162","00608"
"åroda Wlkp.","0212","030205","5103572","00252"
"JÛzefin","6648","120022","5103423",""
"Tarnowiec","3303","083360","5103766","00701"
"Dobra K/Liman.","3066","082255","5100960",""
"Borowiki","1058","025320","5100545",""
"Granica PaÒstwa","0687","025858","8089124",""
"Wis≥oczanka","3328","082743","5103961","00746"
"Be≥øec Drugi","2026","066258","5100403",""
"Grajewo","0433","012252","5101158","00379"
"ZIELONA G”RA G£.","0267","027805","5100222","00150"
"Zielona G.St.Kis","7473","027920","5103720","00977"
"Subkowy Centrum","5597","009100","5103647",""
"Rybnik Piaski","4294","068262","5103156","01046"
"Milcz","7287","016196","5102245",""
"WÛlka Ratowiecka","1534","024224","5104109",""
"Studzienki","5601","031633","5103661",""
"Skrzynki","1419","047563","5103440",""
"Babica Kolonia","3024","082792","5100464","00279"
"Szyd≥owiec ål.","6454","060830","5103700",""
"Wwa Anin","1473","038760","5104146",""
"Osowiec","1324","024158","5102584","00824"
"Bia≥a Pilska","8033","014530","5100537",""
"£Ûdü Ol Zach","1268","046342","5102087",""
"Rokiciny Podhal.","3251","078832","5103149","00892"
"Rudna Miasto","6393","060459","5103121","00614"
"Mik≥asze","1271","073247","5100571",""
"WROC£AW KUèNIKI","6512","059055","5104140","00715"
"IzabelÛw","6719","118984","5100343",""
"GdaÒsk åw.Woj.","5160","007237","",""
"Wietrzychowo","6610","115535","5104601",""
"Kolno","6611","116210","5107163",""
"Nikielkowo","6612","116202","5104801",""
"Cierpice Kπkol","5092","020289","5104776",""
"Bydgoszcz B≥onie","5069","018903","5104775",""
"Okunica","8262","002626","5102558",""
"Pietrzykow.Øyw.","4258","076430","5102927",""
"Pilchowice Zap.","6346","055897","5102751",""
"Tychy Zachodnie","4354","073742","5103882",""
"MARIJAMPOLE","8834","122069","",""
"Kazlu Ruda","8835","122077","",""
"Kaunas","8836","122085","",""
"Ster≥awki Wlk.","1433","012641","5103342","00948"
"G≥Íbokie MiÍdzy.","7133","026583","5101177",""
"G≥uszyno Pom.","8119","004929","5101185",""
"Jagodzin","6153","052035","5101421",""
"JankÛw Przyg.","7169","045989","5101454",""
"Bia≥ynin","6608","090654","5100440",""
"Wroc≥aw Popiele","6577","059295","5104166",""
"Wr. Strachocin","6578","059303","5104128",""
"Wr. WojnÛw Wsch.","6579","059451","5104123",""
"Nadolice Ma≥e","6575","058594","5104143",""
"Chrzπstawa Ma≥a","6573","058131","5104159",""
"Iwiny","6574","060806","5101364",""
"Polska Nowa Wieú","6360","060756","5102785",""
"Pyrzowice Lotn.","6659","099044","5104701","01194"
"åwidwin Zamek","6681","116871","5102142",""
"Wroc≥aw Klecina","6510","060194","",""
"Charsznica","2043","064600","5100687",""
"Cieszyn Uniwer.","6567","091686","5100874",""
"Bia≥ystok Ziel.W","6623","116608","5100583","01183"
"ToruÒ Kluczyki","5649","019786","5103811","00307"
"Tarnowska Wola","2174","065516","5112002","00125"
"MIKO£AJ”W","1277","047530","5102261",""
"Szklarska Po Hut","6447","056192","5163718",""
"ZakrzÛw-Sarnowo","5715","022244","5104340",""
"Micha≥Ûw-ReginÛw","1272","036574","5102203",""
"Ruciane-Nida Zac","1399","010835","5103134","01073"
"Nekla","7299","030049","5102411",""
"RÍbiszÛw","6385","052365","5103044",""
"ReÒska Wieú","6384","067322","5103082",""
"Ruda-Huta","4279","050914","5104757",""
"Majdan StuleÒski","7270","051193","5104758",""
"Okuninka Bia≥e","8268","051128","5104759",""
"Bezwola","1040","120915","5100677",""
"CzekanÛw Wieú","4078","070532","5100842",""
"Czerniejewo","7097","030890","5100860",""
"Kunice","6729","120782","5103034",""
"MYS£. BRZEZINKA","4223","073676","5102194",""
"MYS£. KOSZTOWY","0714","077347","5101800",""
"Jasienica Dolna","6157","056721","5101460",""
"Jasionna £ow","1172","032961","5101465",""
"RadochÛw","6379","057588","5103064",""
"Gawrony","1125","032581","5101305",""
"Gryüliny","5215","009449","5101316",""
"Kon.Magdasz","4174","063065","5101703","00363"
"Nowa DÍba","2167","065532","5102407","00539"
"Sobolew","1422","039321","5103522","01079"
"SobibÛr","2223","051029","5103524",""
"Czerwony BÛr","0024","023473","5100830",""
"DÍbska Wola","2060","064097","5100916",""
"Soko≥owo Budz.","7463","016154","5103288",""
"PierwoszÛw","7417","059402","5102516",""
"Zagrody KoúciÛ≥","3444","051243","5102813",""
"Lublin Ponikwoda","2259","050419","5104676",""
"Lublin ZadÍbie","2256","050427","5104675","01021"
"Niemce","2261","050708","5104677","01019"
"LubartÛw Lipowa","2134","050716","5105071","01017"
"LubartÛw S≥owac.","2159","050724","5105072","01016"
"Parczew Kolejowa","1353","040857","5104684",""
"Bia≥a Podl.Wsch.","6726","036061","5104582",""
"P£OCK RADZIWIE","0280","032417","5102809","01165"
"Skawa årodkowa","3272","078642","5103441","00891"
"Paw≥owice Gorz.","4246","071688","",""
"SobkÛw","2224","063925","5103279",""
"Soko≥Ûw Podl","1424","039636","5103550",""
"Solec Wlkp.","7464","030270","5103303",""
"T. G. Strzybnica","4337","071084","5103784",""
"OSTROWITE K/GOL.","5452","021337","5102552",""
"Wiatrowiec Warm.","5679","010124","",""
"Miejska GÛrka","7279","044354","5102230",""
"Stargard Sz. Os.","8354","002568","5103619",""
"Wielowieú","5682","019612","5104014",""
"WitkÛw ålπski","6502","055657","5104173","00810"
"Grudziπdz Rzπdz","6695","119297","5101298",""
"Szalowa","3295","081646","5103363",""
