"NZ_16_ASCII","FIN_ID","SKRJ_ID","HAFAS_ID","EPA_ID"
"£odygowice GÛrne","4211","076380","5102076",""
"Krzeszowice","3145","077701","5101863","00232"
"Susiec","2249","066241","5103649","00985"
"£aÒcut","0107","083022","5101932","00480"
"Korzenica","3121","084756","5101901",""
"Wrzπca Pom.","8444","004747","5104124",""
"PRUSZCZ GDA—SKI","0515","007302","5102942","00918"
"Laskowice Oles.","6228","061432","5102111",""
"ChrÛstnik","6076","053272","5100810","00322"
"Paw≥owice ål.","4248","069302","5102804",""
"JAW. SZCZAKOWA","0060","073908","5100213","00165"
"Sanok","0180","083600","5100312","00110"
"Granica PaÒstwa","0690","041723","",""
"Ga≥Ízinowo","8114","004697","5104430",""
"DπbrÛwka GÛrk≥o","1106","012518","5100965",""
"Brzeüno Cz≥uch.","8058","015586","5100396",""
"Dπbrowa Bia≥.","1102","024893","5100900","00790"
"ØyrardÛw","1566","034207","5104415","00811"
"Dobrynka","1112","040980","5101018","00684"
"Borek Wlkp.","7046","043786","5100556",""
"PraømÛw","1367","047217","",""
"Minkowice","2154","050682","5102247",""
"£owczÛwek Pleúna","3217","080952","5104542","01120"
"STARGARD","0198","002204","5100198","00205"
"To≥kiny","5646","010264","5103797","01173"
"KO£OBRZEG","0078","004101","5100025","00048"
"Majdan KrÛlewski","2143","065540","5102260",""
"SobÛtka Zachod.","6415","058495","5103530",""
"KONIECPOL","0711","063073","5100122","00448"
"Muszyna Poprad","3187","082412","5102359","00997"
"GDYNIA CHYLONIA","5165","006031","5101091","00812"
"Kolonia","5282","010751","5101720","00856"
"Kaliszki","1186","012344","5101609",""
"Twarda GÛra","5661","017228","5103862",""
"Lipinki","5339","021097","5102093",""
"Miko≥ajki Pom.","5380","023044","5102283",""
"TopÛr","1462","038141","5103817","00563"
"Mienia","1273","039073","5102242",""
"ZosinÛw","1559","032466","5104376",""
"Krosno Polanka","3141","083568","5101750","00453"
"MUSZYNA GR","8815","082511","",""
"B≥πdzim","5041","016584","5100484",""
"D BA OPOCZY—.","2058","048868","5100917","00339"
"MI—SK MAZOWIECKI","0429","039008","5102293","00973"
"Kobia≥ki","1202","040220","5101715",""
"Gubin","0049","028001","5101281","00160"
"RUDA KOCH£OWICE","4280","070763","5103100",""
"SierakÛwek","1413","032342","5103444",""
"Okmiany","6306","054031","5102554",""
"Gorzupia","7144","044057","5101329",""
"Tuczki","5657","022491","5103860",""
"Ko≥o","0077","033191","5100258","00167"
"Gπbin","8116","002154","5101081","00388"
"Warkocz","6489","059840","5104052",""
"Tereszpol Bi≥.","2266","066449","5103777","00840"
"Skarøysko Zach.","2217","048058","5103594",""
"Szyd≥Ûw","6455","060749","5103715","01162"
"TarnÛw Opolski","6469","062059","5103767",""
"LUBA— åL•SKI","0102","052506","5100224","00063"
"Kotlin","7212","044834","5101806",""
"Go≥dap","0413","012146","5100104",""
"M≥yny","5389","018986","5102286",""
"Granica PaÒstwa","0688","028035","",""
"Oczkowice","7326","044370","5102534",""
"Stary £πøek","2232","064196","5103721",""
"Morze","1290","118265","5102306",""
"BIEDRZYCHOWICE D","7030","041350","",""
"MyszkÛw Mrzyg≥.","4229","075457","5102325","01051"
"BrwinÛw","1066","034132","5100633",""
"£oünica","8216","001438","5102071",""
"Pikus","5477","021832","5102762",""
"Czech.Dz.Przyst.","4076","076075","5100855","00929"
"Mokra CzÍst.","4220","071951","5102198",""
"W≥ynkowo","8442","004994","",""
"D≥ugo≥Íka","6097","059337","5100944",""
"∆mielÛw","2055","049353","5100766",""
"Grodzie","5206","011494","5101111",""
"Nieznany BÛr","1302","118299","5102422",""
"Szprotawa","7496","041244","5103747",""
"Tarcha≥y Wielkie","7504","046045","5103761",""
"Wierzchucin","0239","016592","5104013",""
"Chociw £aski","5091","019562","5100790",""
"Trzciana","3307","081281","5103821","00275"
"DobrzeÒ Wielki","6103","061077","5101030",""
"Sz.Dπbie Osiedle","8376","001172","5103318",""
"Kotomierz","5295","016691","5101804",""
"Warszawa Wola","1483","034850","5104156",""
"Stanis≥awice","3284","079640","5103514",""
"Nowawieú Mochy","7310","043299","5102500",""
"K TRZYN","0408","010405","5100120","00443"
"Rogoünica","6387","056358","5103094",""
"KrÍøel","2122","048629","5101585",""
"Biesal","5039","022095","5100455",""
"ChruszczobrÛd","4064","075242","5100811",""
"Nowa Wieú Poz.","7309","028415","5102503",""
"MÍdrzechÛw","3172","080846","5102225",""
"GdaÒsk Wrzeszcz","5162","007534","5101307","00158"
"Wydartowo","5706","032045","5104201",""
"Chodzieø","0017","016188","5100092","00320"
"Kulin K≥odzki","6225","057539","5101639","00457"
"T£USZCZ","0224","037507","5103787","00706"
"KATOWICE LIGOTA","0710","072900","5101522","00461"
"Przedmoúcie åw.","6367","059030","5102707",""
"NÍdza Wieú","4234","068833","5102429",""
"£ubowo","8217","003020","5102136",""
"WiÍc≥awice","5689","018770","5103960",""
"Strzelin","6436","059808","5100076","00118"
"åwidnik Wsch.","2260","050492","5103685","00639"
"Zwierzyniec","2307","066589","5104403","00844"
"Krzewie","1224","032227","5101844","01084"
"TuroszÛw","6479","052803","5100171","00130"
"Niedrzwica","2161","051300","5102433","00868"
"Sierakowice Sk","1412","033043","5103413",""
"GORLICE ZAG”RZ.","3079","081703","5101322","00710"
"Nowe DÍbe Wiel","1574","039115","5104584","01185"
"Batowice LubaÒ.","6025","052530","5100370",""
"Skawina Zach.","3275","080119","5103402",""
"G.Wzg.åw.Maksym.","5179","005926","5101304",""
"Gamerki Wielkie","5135","009555","5101066","01128"
"åcinawa","0210","060400","5100199","00208"
"Biadoliny","3033","079848","5100435",""
"Jackowo Dworskie","5233","036855","5101400","00409"
"Busko-ZdrÛj","0013","064006","5100606",""
"£osiÛw","6255","062158","5102085",""
"Wodz.ål.Radlin","4377","068445","5103970",""
"ZabierzÛw Rzπska","3134","080408","5108040","00058"
"£ysomice","5365","020396","5102162",""
"Che≥chy","1072","012021","5100714",""
"Paw≥Ûw Wlkp.","7355","046094","5102674",""
"KÍty Podlesie","4163","076224","5101592",""
"Turza Wielka","5658","022467","5103845",""
"Jaw.CiÍøkowice","3097","077545","5101482",""
"Targowiska","0218","083543","5103760","00700"
"CZEREMCHA GR","8804","025197","",""
"RzochÛw","3262","081448","5103232",""
"Kwiatki","5320","017293","5101855",""
"Bia≥ystok Star.","1047","024042","5100579","00283"
"Ma≥e Gacno","5369","016634","5102178",""
"CHOSZCZNO","0019","029405","5100094","00220"
"Mys≥akÛw","1295","033068","5102367",""
"ChorzÛw Miasto","4062","072272","5100073","00156"
"Tuplice","0229","041707","5100242","00188"
"Raba Wyøna","3241","078824","5103015","00610"
"Polska Cerekiew","6359","067355","5102687",""
"ChronÛw","2048","049056","5100807",""
"Bogoniowice CiÍø","3039","081067","5100393","00589"
"Kiszkowo","7192","031096","5101640",""
"Pe≥kinie","3211","083279","5102722",""
"Skomack Wielki","1418","012419","5103302",""
"Mosty","8238","001883","5102350",""
"Jastrzπb","2091","049106","5101469",""
"MI DZYCH”D","7284","026906","5102217",""
"Jemielna Oleún.","6170","059733","5101412",""
"Koby≥ka","1204","036335","5101534",""
"OLZA","4237","068502","5102575",""
"Martiany","5372","010413","5102332",""
"Napiwoda","5404","022277","5102397",""
"J.Z.MOSZCZENICA","4126","069500","5101497",""
"BudzyÒ","7062","016162","5100653","00295"
"åwiercze","5633","036830","5103425","00637"
"Dπbroszyn","8089","014068","5100295","00953"
"Wierzchos≥awice","5683","018788","5103964",""
"Jelenia G. Ciepl","6166","056093","5100165","00417"
"CzÍst. Gnaszyn","4082","062836","5104421",""
"Dzietrzniki","7120","071928","5101036",""
"Pstroszyce","3069","079483","5100914",""
"CZERWIE—SK","0025","027508","5100096","00323"
"Susk","1446","032862","5103644",""
"Nowy Solec","7316","043281","5102513",""
"Soúnie Ostrow.","7465","046086","5103536",""
"Koszewnica","1213","039834","5101797","00725"
"Miedüno","4215","071985","5102210",""
"Osielec","3208","078568","5102548","00554"
"Boøepole Wielkie","5048","005421","5100544","00928"
"Dπbrowy","5109","017285","5100877",""
"PRUDNIK","0161","056903","5100051","00095"
"Ko≥biel","1207","038950","5101661",""
"Mi≥kÛw","6272","056010","5102250",""
"Parciaki","1336","023374","5102691",""
"Gorzelin","6132","053264","5101325","00378"
"Ko≥aki","1206","023499","5101636",""
"WieleÒ","8435","029223","5104011","00750"
"Wa≥owice","7522","028050","5104188",""
"Palowice Kolonia","4405","069310","5104471",""
"Ciasna","4068","071522","5100730",""
"WERCHRATA","3319","084863","5103991","00993"
"Wola Krzysztopor","1527","047753","",""
"I≥owa ØagaÒska","7165","041673","5101356",""
"£Íknica","7266","041830","",""
"SZCZECIN G£.","0201","000273","5100057","00119"
"Spytkowice KÍpki","3282","078089","5103555",""
"Kalisz","0065","045245","5100017","00039"
"Lubajny","5347","022087","5102131",""
"Che≥mek","3049","077958","5100712",""
"Bartoszyce","0407","010165","5100595",""
"Karpacz","0069","056028","5100019","01043"
"Øednia","1563","024323","5104288",""
"Nowa Wieú LÍb.","5416","005272","5102457","00867"
"BieruÒ Stary","4346","073833","5103774",""
"Zielonczyn","5728","018499","5104325",""
"Narewka","1296","025445","5102393",""
"Radom PotkanÛw","2194","048462","5103062",""
"åciborzyce Ma≥e","6457","067629","5103291",""
"Kamienna GÛra","6182","055277","5101599",""
"Gdynia Cis.Post.","5412","007419","",""
"Tarnobrzeg","2263","065466","5103757","00257"
"BrokÍcino","8056","003228","5100471",""
"Jurata","0064","006759","5101478","00038"
"Granica PaÒstwa","0698","051896","5104531",""
"PacholÍta","8266","000919","5102665",""
"Karsin","5269","009092","5101520",""
"Warka","2275","048504","5103937","00731"
"Szcz.Pogodno","8386","000414","","00961"
"Julianka","4139","063024","5101476",""
"OstrÛw M. Miasto","1329","118679","5102580",""
"AugustÛw","0001","012963","5100089","00783"
"Mleczewo","5385","008078","5102279",""
"Sochaczew","0701","034603","5103525","00803"
"GrÛdek","1152","040048","5101132",""
"Lniano","5346","017426","5102063",""
"P≥ock","0156","032607","5102795","00578"
"Stare Chrapowo","8350","002899","5103300",""
"HERBY NOWE","0708","071803","5100111","00401"
"Granica PaÒstwa","0840","012880","",""
"Wudzyn","5704","016535","5104178",""
"Cimochy","1084","012179","5100738",""
"Szklarska Po Dol","6450","056168","5103601","00671"
"Grabowo","1143","023333","5101085",""
"Mszana Dolna","3184","078774","5102338",""
"CiÍcina","4071","076752","5100694",""
"Bydg. POLITECHNI","5070","016758","5100641",""
"MÍcika≥","5377","015644","5102218",""
"Lubnia","5354","015677","5102061",""
"DzierøanÛw Wlkp.","7119","044115","5101032",""
"Radlin Wlkp.","7419","044727","5103061",""
"Wojciechowo","7544","044958","5104094",""
"årem","0211","045005","5103575",""
"åwiba","7501","045583","5103674",""
"Wolenice","7546","046243","5104096",""
"£”Dè WIDZEW","0114","046409","5101974","00072"
"£Ûdø Lublinek","1244","046573","5102051",""
"Zaosie","1545","047555","5104249",""
"Starachowice","0281","048173","5103626","00654"
"Bliøyn","2031","048272","5100490",""
"S≥omianka","2220","049726","5103471",""
"Rokitnia Stara","2198","049841","5103115",""
"JaszczÛw","2092","050658","5101491",""
"Stulno","2243","051037","5103665",""
"LeúniczÛwka","2129","051334","5102062","00865"
"KierzkÛw","8165","002691","",""
"KrÛlewo Malb.","5308","007898","5101848",""
"Bartπg","5030","009423","5100586",""
"Parleza Wielka","5461","009860","5102963",""
"Frombork","5133","011486","5101047",""
"Ster≥awki Ma≥e","1432","012666","5103456",""
"Karcino","8155","004218","5101551",""
"GorzuchÛw K≥.","6133","057349","5101165",""
"Po≥aniec","2182","064287","5102733",""
"PogÛrze","4261","076539","5102850","00585"
"SuchedniÛw","2245","048231","5103648","00887"
"Tarzymiechy","2264","051227","5103772",""
"Niemojki","1299","039743","5102423","01109"
"Iwowe","1162","040246","5101365",""
"Przemyúl BakoÒ.","3230","084442","5102818",""
"Koülice","6208","053314","5101607","00459"
"åwinoujúcie","0217","001008","5100059","00122"
"Iwin","8141","003012","5101363","01121"
"KÍpka","8162","004648","5101745",""
"Ot≥oczyn","5455","019778","5102632","00312"
"Krzywda","1227","040154","5101877",""
"Olszanica","3207","083931","5102571",""
"Kuünica Bia≥.Gr.","8810","025049","",""
"åwinoujúcie Wars","8401","001057","5103682",""
"Barnowo","8025","005587","",""
"GÛrzyca","8131","013086","5101310",""
"Sieniawa Draw.","8329","015081","5103506",""
"KAMIENIEC Z•BK.","0067","056408","5100018","00040"
"HERBY STARE","4116","063305","5100112","00402"
"Kat. Szop. P≥d","4155","073650","5101812","01202"
"KOMOROWO POM.","8179","002022","",""
"Gdy.Leszczynki","5168","006064","5101311",""
"Pi≥awa Dolna","6348","055004","",""
"Øelistrzewo","5739","006874","5104301","00816"
"Kurowo Braniew.","5316","011437","5101538",""
"KALISZ POM.","0066","015008","5101519","00529"
"Kaczkowo","7178","042861","5101506","00317"
"GÛra","7151","044933","5101219",""
"Gu≥towy","7163","030148","5101295",""
"Krusze","1222","037622","5101826",""
"Leszno Grzybowo","7242","042754","5102003",""
"Rawicz WschÛd","7425","044339","5103035",""
"Sobia≥kowo","7462","044362","5103523",""
"Øakowice P≥d","1562","047282","5104541",""
"Nowogrodziec","6301","052134","5102431","00059"
"GoúciszÛw","6134","052159","5101101","00018"
"Rakowice Wielkie","6382","052175","5103205","00213"
"Wr. Nowy DwÛr","6517","058636","5104127","00688"
"Radkowice","2192","063859","5103060",""
"Wilko≥az","2282","051359","5104049","00896"
"PlaterÛw","1344","039768","5102924",""
"GÛra Kalwaria","1140","040345","5101167",""
"åWIDNICA KRASZ.","6460","054734","5103611",""
"Unis≥aw ålπski","6485","055434","5103908",""
"GajÛwka","2067","064576","5101063",""
"Czarnca","2052","064949","5100868",""
"DytmarÛw","6110","056945","5101020",""
"K≥odzko ZagÛrze","6192","057471","5101662","00446"
"Nadolice Wielkie","6288","058214","5102391",""
"O≥awa","6314","058271","5102560","00084"
"Bukowice Trzeb.","6064","059634","5100585",""
"WROC£AW G£”WNY","0248","060103","5100069","00143"
"KotÛrz Ma≥y","6203","060871","5101900",""
"Tu≥y","6478","061374","5103850",""
"Bukowo","6065","061382","5100611",""
"Olszanka","6312","062166","5102569",""
"NAMYS£”W","6289","062307","5100177","00537"
"Wistka","4372","063180","5104167",""
"Mosina Poøegowo","7292","030437","5102345",""
"Gostynin","1137","032359","5101279","01103"
"GÛrka Duchowna","7153","042655","5101107","00568"
"Zalesie Wlkp.","7557","043760","5104351",""
"K DZIERZYN-KOèLE","0072","067009","5100119","00043"
"ØegiestÛw-ZdrÛj","0271","082552","5104304","00774"
"MUNINA","3186","084707","5102356","00404"
"Chalupki Gr.","8802","067926","",""
"ØÛ≥tnica","8460","003152","5104373",""
"Strzelinko","8367","004986","5103400",""
"GrabÛw Szlach.","2077","049890","5101079",""
"MiÒsk Maz Aniel","1570","039800","5104520",""
"LekartÛw","4194","068759","5102036",""
"Tychy Urbanowice","4352","073866","5103878",""
"Lubanowo","8205","000885","",""
"Rokita","8311","001719","5103110",""
"Stargard Klucz.","8353","002550","5103605",""
"Kobylnica S≥up.","8171","004713","5101539",""
"Niedrzwica KoúÊ.","2162","051326","5102454","00869"
"BaranÛw Sand.","2023","065789","5100572","00827"
"WilkÛw Namys≥.","6499","062398","5104050",""
"Pilchowice Niel.","6345","055913","5102749",""
"Biskupice O≥aw.","6039","058388","5100519",""
"BπkÛw","6026","061366","5100371",""
"RzeszÛw Osiedle","3259","082677","5103242","00620"
"Wola RzÍdziÒska","3337","080929","5104219",""
"Strzebielino M.","5598","005439","5103280","00949"
"PieniÍøno","5473","011312","5102842",""
"Balinka","1029","024943","5100482",""
"Parlin","5462","017079","5102680",""
"Poronin","3225","078980","5102891","00580"
"Szcz.Skolwin","8389","000729","5103313",""
"Otusz","7342","027250","5102636",""
"Wwa ØeraÒ","1511","036145","5104227",""
"Puszcza MariaÒ","1376","047076","5102937",""
"PiekoszÛw £azisk","2177","064782","5102790",""
"WÍgrzynÛw Stary","2279","064428","5103993",""
"OCICE","2169","065474","5102528",""
"Lubsza ålπska","4201","072173","",""
"Woüniki ålπskie","4380","072181","",""
"Brzeszcze Kop.","4049","077180","",""
"Odoje","1312","012450","5102535",""
"E£K","0038","011809","5100305","00365"
"Radomyúl","1382","039529","5103028",""
"W•BRZEèNO","5672","020743","5103950","00261"
"Suchowolce","1443","025312","5103652",""
"åwin. PrzytÛr","8402","001040","5103511",""
"Nicwa≥d","5410","020560","5102435",""
"K≥odawa","1200","032250","5101563","01026"
"Borkowo","5047","017848","5100524",""
"Boksycka","2033","049262","5100518",""
"Nida","2160","063875","5102432",""
"PieÒsk","6343","051946","5102756","01071"
"Stary Jawor","6427","053611","5103579",""
"Racib.Studzienna","4271","068734","5103033",""
"Øory","0719","069203","5104369","00905"
"JastrzÍbie ZdrÛj","4125","069385","5101462",""
"Panki","4245","071852","5102671",""
"BYTOM","0015","072306","5100006","00009"
"SOSN.KAZIMIERZ","4312","074971","5103608",""
"Zaw. Borowe Pole","4393","075341","5104399","01050"
"MyszkÛw N. Wieú","4230","075432","5102302","01053"
"Mysz.åwiatowit","4231","075440","5102379","01052"
"Gocza≥kowice","4106","075937","5101092","00932"
"Krzemionki","4184","076174","5101682",""
"Pi≥a Koúcielecka","3213","077636","5102780",""
"Rabka-ZdrÛj","3243","078733","5103045","00179"
"Goszcza","3080","079350","5101268",""
"Szozdy","2257","066431","5103746",""
"Rπbino","8303","003830","5103046","01157"
"Olszewka","1317","023382","5107210",""
"Czuprynowo","1097","024844","5100802",""
"Prπdocin","5495","016774","5102877",""
"Warszawa Wola Gr","1526","038687","5104098",""
"KnurÛw Szczyg≥.","4172","070946","5101708",""
"SOSN.MACZKI","4313","074104","5103609",""
"MilÛwka Zabawa","4403","076794","5104494",""
"MÍcina","3170","081968","5102222",""
"GrzÍska","3086","083063","5101267",""
"Bia≥a Podl Roz","1571","040816","","00681"
"Granica PaÒstwa","0834","076877","",""
"PÍckowo","7361","028951","5102718",""
"Kalisz Szczyp.","7179","045278","5101781",""
"Bratoszewice","1064","046854","5100593",""
"Che≥m Cement.","2044","051060","5100691",""
"NYSA","0136","056606","5100044","00079"
"Domas≥aw","6106","060251","5100952",""
"KLUCZBORK","0074","061200","5100236","00229"
"Morπg","0127","010900","5100310","00514"
"Trzcianka","8409","014548","5100149","00260"
"£odygowice","4210","076422","5102074","01130"
"GrÍbocin","5204","019943","5101131",""
"Szklarska Po åre","6449","056176","5103742","00672"
"STAROGARD GD.","5588","008607","5103381","00697"
"Dπbr.G.Sikorka","4091","074534","5100928",""
"WADOWICE","3316","078204","5103924","00199"
"KRAK”W G£.OSOB.","0085","080416","5100028","00051"
"KoszÍcin","4177","072124","5101574",""
"KOWALEWO POM.","0509","020719","5100125","00230"
"Bukowiec MiÍdzy.","7064","026278","5100609",""
"Be≥chÛw","1038","033027","5100411","00572"
"Wwa OkÍcie","1489","033803","5104150",""
"Mechowo £obeskie","8222","001776","",""
"Piesienice","5475","008664","5102730",""
"LUBOSZ K/MI DZ.","7261","027052","5102042",""
"£UK”W","0115","039909","5100168","00489"
"NOWY ZAG”RZ","3203","083782","5102515","00536"
"StπporkÛw","2239","049544","5103634",""
"Modlin","1284","036467","5102206","00507"
"Ka≥y","6181","061440","5101515",""
"Jedlina-Zd.Borow","6162","055178","5101394",""
"Piekie≥ko","3212","082230","5102760",""
"ToruÒ Miasto","5650","019794","5103810","00259"
"Rudnik","2204","050641","5103189",""
"Krzyøowa","6221","054981","5101885",""
"Libusza","3154","081828","5102010",""
"Ho≥Ûwki Duøe","1159","024380","5101338",""
"CzachÛwek Wsch.","1090","040360","5100858",""
"StÍpieÒ","5592","011478","5103551",""
"Øychlin","1564","032433","5104413","00767"
"Klecza Dolna","3108","078287","5101650",""
"MstyczÛw","2158","064402","5102347",""
"Cierpice","5096","019810","5100800","00306"
"Zaroúle","5718","016642","5104383",""
"TERESPOL POM.","0523","016907","5103781","00702"
"BIENI”W","7032","041368","5100503","00289"
"G≥ogÛwko","6119","042499","5101137",""
"Czeluúcin","7096","044156","5100753",""
"ØerkÛw","7568","044750","5104293",""
"Panienka","7349","045146","5102831",""
"Ociπø","7325","045229","5102527",""
"GÍsia GÛrka","7131","045799","5101134",""
"SycÛw","7488","045815","5103709",""
"MakÛw","1266","047373","5102269","00763"
"Chrusty Nowe","1079","047415","5100782",""
"Skrzynno","2219","049072","5103724",""
"Roøki","2199","049163","5103234",""
"B•KOWIEC","2025","050203","5100476",""
"åwidnik Miasto","0214","050484","5103684","00638"
"Ruda-Opalin","2201","050955","5103188",""
"Krasnystaw Mias.","2120","051177","5101788","01061"
"Stok Lacki","1435","039438","5103458",""
"Chromin","1077","040261","5100808",""
"PI£A G£”WNA","0151","014407","5100049","00091"
"TleÒ","5641","017327","5103788","00690"
"PiÒsko Wlkp.","5480","018473","5102839",""
"Krosno Odrz.","7222","027656","5101694",""
"Szo≥dry","7495","045047","5103376",""
"Petrykozy","2176","049767","5102930",""
"Szewce","6448","058768","5103706","00356"
"GRYF”W åL•SKI","6147","052357","5100109","00384"
"GrzÍdzice","8135","002311","5101260",""
"TrzebÛrz","8413","002816","",""
"Barcino","8023","004820","",""
"W≥adys≥awowo","5694","006742","5104061","00141"
"Bukwa≥d","5066","009258","5100470",""
"Rozedranka","1396","024257","5103138",""
"RÛøanystok","1398","024885","5103036","00902"
"Øalno","5737","015743","5104246",""
"Wwa Dawidy","1475","033845","5103952",""
"KORSZE","0401","010009","5100123","00168"
"S≥obity","5571","010967","5103450",""
"Zgierz Kontrewer","1178","046821","5101392","00423"
"Mrozy","1293","039875","5100174","00509"
"KOZ£”W","0712","064337","5101911","00450"
"åwierki Dolne","6464","057984","5103334",""
"Brzoza Bydg.","5058","018572","5100376",""
"Pogorzel W-ska","1360","038927","5102746",""
"KlembÛw","1197","036418","5101658",""
"Jastarnia Wczasy","5745","006783","5104478","00971"
"RÛøyna WarmiÒska","5532","010157","5103132",""
"Karnkowo","5268","020032","5101644",""
"Sokole Bia≥ost.","1423","024331","5103286",""
"RYBNIK TOWAROWY","4296","068007","5103169",""
"Regulice","3247","077677","5103087",""
"KuklinÛw","7231","044123","5101830",""
"£Ûdü Fabryczna","0112","046458","5100317","00070"
"Gniewczyna","3076","083139","5101202",""
"Zielin Miastecki","8454","004846","5104323",""
"Biskupice Wlkp.","7036","030973","5100635",""
"Smardzko","8340","003780","",""
"Kustrzyce","5318","019539","5101795",""
"Wπchock","2276","048165","5103955","00766"
"WÛlka KaÒska","2294","050831","5100322",""
"KOSTRZYN GR","8807","013060","",""
"Kawnice","7183","033332","5101851",""
"Borszewice","1061","046656","5100570",""
"MiÍkinia","6268","059022","5102265",""
"Nowa Grobla","3194","084764","5102462",""
"Bia≥oúliwie","8034","014480","5100450",""
"M≥yÒsko","6275","052373","5102284",""
"PACZYNA","4243","070243","5102658",""
"Granica PaÒstwa","0686","013037","5104530",""
"Polna","3224","081638","5102843",""
"Wnory","1525","023572","5104088",""
"GD.ZASPA TOW.","5743","007724","5101121",""
"Nowa Wieú Koúc","1305","023341","5102455",""
"Kuünica (Hel)","5319","006767","5101827","00460"
"Ciosmy","2051","066514","5100772",""
"Jasiona","6158","067124","5101468",""
"Bierawa","4043","067140","5100449",""
"£asin Kosz.","8211","004473","5102040",""
"Warlubie","5670","017210","5104179","01145"
"åliwiczki","5627","017343","5103570",""
"Øukowo Wsch.","5740","017855","5104396",""
"Grzywna","5219","020388","5101315",""
"Tokary","5642","021279","5103803",""
"Puszcza Rzπdowa","5508","021444","5102951",""
"Nieszawa Wagan.","5413","021535","5102417","00309"
"Warzπchewka","5671","021717","5103957",""
"Øyüniewo","1567","023457","5104419",""
"Zygmuntowo Maz","1560","023739","5104414",""
"Podlasek","1356","024166","5102702","00819"
"Lubiechnia Ma≥a","7256","025957","5101960",""
"Sπtopy","7443","026237","5103264",""
"Tuchola","5656","015750","5103842",""
"Cekcyn","5081","015768","5100701",""
"Trakiszki","0415","012872","5100301","00705"
"Boleszkowice","8051","013425","5100480",""
"WiÍcbork","5687","015446","5103954",""
"Janowiec Wlkp.","7170","031906","5101489",""
"Domanin","7107","045468","5100970",""
"SKIERNIEWICE","0186","047001","5100294","00108"
"Jaw. Szcz. Lok.","4314","073916","5104562",""
"KrakÛw Sidzina","3136","080051","5101773","00860"
"Babica","3023","082750","5100350","00278"
"KUNOWICE GR","8809","025775","",""
"Delastowice","3064","080861","5100919",""
"GdaÒsk Kolonia","5146","007575","5101159",""
"£Ítownia","2140","065151","5101992",""
"Kat.Kostuchna","4148","073064","5101601",""
"Podgrabie Wis≥a","3221","079558","5102698",""
"KÍdzierzyn-K.Prz","4160","067272","5101593",""
"Zajπczkowo Lubaw","5711","021873","5104332",""
"B≥onie","1052","034363","5100496",""
"Krosnowice K≥.","6214","057364","5101547",""
"ZABRZE MAKOSZOWY","4385","069948","5104265",""
"KAT.ZAWODZIE","4144","073619","5101537","01203"
"Grodzisko","3082","078170","5101106",""
"ålesin","5625","018549","5103453",""
"Rybno Pom.","5544","022517","5103159","00609"
"POZNA— KRZESINY","7394","028563","5102841",""
"Biecz","3035","081786","5100436","00707"
"Troszyn","8407","001586","5103831",""
"Kazimierz Pom.","8160","004432","",""
"TAMA BRODZKA","5637","021378","5103765","00256"
"Dobrojewo","7105","028852","5100901",""
"Stronie","3287","078469","5100136","00660"
"N.Sπcz Che≥miec","3200","081943","5102478",""
"Leúnice","8198","005371","5102106",""
"Sosnowo GryfiÒsk","8344","000877","",""
"Licze","5329","022970","5102012",""
"Poraøyn","7383","026245","5102826",""
"CHORZ”W BATORY","4061","073106","5100786","00362"
"Orzesze","4239","069005","5102600","00797"
"CZERWONKA","0416","009704","5100164","00324"
"Templewo","7506","026856","5103779",""
"Sumina Wieú","4327","068379","5103490",""
"NIDZICA","0418","022202","5100248","00531"
"P≥awna","3218","081083","5102808",""
"Ustronie Morskie","0283","004135","5100152","00721"
"DomaszkÛw","6107","057430","5100975",""
"AndrzejÛwka","3022","082545","5100338","00966"
"SM TOWO","0520","008474","5103477","01033"
"Hartowiec","5224","021899","5101351",""
"JAWORZYNA åL•SKA","0061","054403","5100077","00033"
"Wiry","7539","030494","5104023",""
"Braniewo Brama","5050","011460","5100547",""
"Wyrzysk Osiek","8447","014514","5104210","00716"
"Widuchowa","8429","000869","5104008",""
"Stypu≥Ûw","7485","041467","",""
"ØarÛw","6554","054619","5104251","00771"
"Pszenno","6375","054825","5102909",""
"KlimontÛw","2108","064352","5101613",""
"Skopanie","2218","065763","5103438",""
"Osiek Staszowski","2173","065870","5102625",""
"StarczÛw","6424","056432","5103643","00978"
"HenrykÛw","6149","056457","5101341","00403"
"Wierzbice","6493","058420","5104217",""
"WROC£AW ZACHODNI","6529","058875","5104199",""
"Opole Wschodnie","6319","061002","5102587","01160"
"Stary GrodkÛw","6426","062190","5103388",""
"SzarbkÛw","2251","064030","",""
"Miku≥owa","6269","052548","5102272",""
"TuroszÛw Kopal.","6480","052720","5103847",""
"Radlin Obszary","4375","068460","5103971",""
"£aziska GÛrne","4203","069054","5102167",""
"Regny","1388","047456","5100321",""
"BronÛw","7054","044867","5100558",""
"TUNEL","2270","064626","5100151","00698"
"Miastko","8224","004556","5102239",""
"Nojewo","7308","028878","5102464",""
"Wwa Go≥πbki","1479","033449","5103925",""
"Biskupiec Resz.","0417","009746","5100550","00923"
"Pi≥a Kalina","8271","014456","5102779",""
"Nowy Las","6303","056655","5102456",""
"Ma≥owice Wo≥ow.","6260","060566","5102366",""
"Gliwice Kuünica","4102","070136","5101180",""
"Lachowice Centr.","4192","076729","5101955",""
"Podlesiec","8282","029165","5102700",""
"Kanie","2098","050856","5101517",""
"Mazi≥y","2147","066266","5102192",""
